City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
643,Kabugao,PH,18.0217,121.1842,79.86,89,46,1.45,scattered clouds
644,Karratha,AU,-20.7377,116.8463,65.98,74,7,10.4,clear sky
645,Igurusi,TZ,-8.85,33.85,56.39,73,65,2.46,broken clouds
646,Porbandar,IN,21.6422,69.6093,82.89,77,98,13.02,overcast clouds
647,Buala,SB,-8.145,159.5921,83.01,76,71,5.55,broken clouds
648,Carapur,IN,15.55,73.9667,77.61,91,98,3.51,overcast clouds
649,Ferrol,ES,43.4832,-8.2369,61.05,84,4,8.05,clear sky
650,Los Andes,CL,-32.8337,-70.5983,60.89,46,98,2.44,overcast clouds
651,Oum Hadjer,TD,13.2954,19.6966,90.86,12,9,6.6,clear sky
652,Balgazyn,RU,51.0,95.2,39.4,71,99,3.42,overcast clouds
653,Samarai,PG,-10.6167,150.6667,80.31,75,99,15.41,overcast clouds
654,Raton,US,36.9034,-104.4391,61.65,71,20,9.15,few clouds
655,Bubanza,BI,-3.1167,29.4,68.5,89,70,2.89,broken clouds
656,Kamensk-Uralskiy,RU,56.4185,61.9329,54.73,94,100,14.14,overcast clouds
657,San Blas,MX,21.5167,-105.2667,83.82,60,10,6.87,clear sky
658,La Palma,US,33.8464,-118.0467,89.33,63,1,5.99,clear sky
659,Chambas,CU,22.1928,-78.9136,78.42,73,73,6.6,light rain
660,Gizo,SB,-8.103,156.8419,82.53,74,88,3.85,overcast clouds
661,Normandin,CA,48.8333,-72.5321,60.98,53,67,3.53,broken clouds
662,Waitati,NZ,-45.75,170.5667,51.8,84,100,7.72,moderate rain
663,Lityn,UA,49.3251,28.0809,45.27,94,7,1.21,clear sky
664,Ippy,CF,6.2679,21.2247,74.84,76,44,3.31,scattered clouds
665,Tagusao,PH,9.1924,117.8141,81.91,79,93,1.86,overcast clouds
666,Landskrona,SE,55.8708,12.8302,53.11,91,2,6.93,clear sky
667,Horodnya,UA,51.8909,31.5974,46.96,86,97,7.05,overcast clouds
668,Yurga,RU,55.7231,84.8861,52.16,88,45,5.55,scattered clouds
669,Novoselytsya,UA,48.2193,26.2653,55.09,90,83,11.56,broken clouds
670,Fukue,JP,32.6881,128.8419,69.48,69,0,2.8,clear sky
671,Fairbanks,US,64.8378,-147.7164,69.6,37,1,8.05,clear sky
672,Dzaoudzi,YT,-12.7887,45.2699,76.89,83,0,5.75,clear sky
673,Port Said,EG,31.2565,32.2841,76.24,67,0,18.99,clear sky
674,Pouembout,NC,-21.1333,164.9,71.35,55,77,8.99,broken clouds
675,Atherton,GB,53.5237,-2.4935,57.88,66,0,1.99,clear sky
676,Zeya,RU,53.75,127.2667,52.52,90,100,4.85,overcast clouds
677,Kerrville,US,30.0474,-99.1403,78.24,79,75,1.01,broken clouds
678,Bac Lieu,VN,9.285,105.7244,81.3,85,6,7.78,clear sky
679,Djambala,CG,-2.5447,14.7533,74.66,73,100,4.09,overcast clouds
680,Estelle,US,29.8458,-90.1067,84.06,54,1,5.75,clear sky
681,Amel,BE,50.3514,6.1681,55.96,81,7,6.04,clear sky
682,Laguna,US,38.421,-121.4238,101.21,25,1,1.99,clear sky
683,Mnogovershinnyy,RU,53.9353,139.9242,46.36,70,97,2.15,overcast clouds
684,Folldal,NO,62.1325,9.9968,54.5,71,78,4.23,broken clouds
685,Zemio,CF,5.0314,25.1361,71.96,79,27,2.68,scattered clouds
686,Champerico,GT,14.3,-91.9167,87.76,68,37,9.01,scattered clouds
687,Tefe,BR,-3.3542,-64.7114,82.51,78,40,3.44,scattered clouds
688,Kajaani,FI,64.2273,27.7285,44.65,70,0,4.61,clear sky
689,Lyuban,BY,52.7985,28.0048,43.39,81,92,8.41,overcast clouds
690,Chicama,PE,-7.8447,-79.1469,64.94,81,60,8.03,broken clouds
691,Arawa,PG,-6.2132,155.5367,82.58,82,44,3.8,light rain
692,Oussouye,SN,12.485,-16.5469,75.04,77,100,9.69,overcast clouds
693,Manggar,ID,-2.8833,108.2667,79.75,83,52,4.38,broken clouds
694,Sarangani,PH,5.4033,125.4636,79.59,81,100,12.41,overcast clouds
695,La Macarena,CO,2.1837,-73.7849,73.0,97,94,2.75,overcast clouds
696,Satipo,PE,-11.2522,-74.6386,75.02,72,80,2.77,broken clouds
697,Muros,ES,42.7762,-9.0603,66.83,74,26,7.92,scattered clouds
698,Panukulan,PH,14.9333,121.8144,83.95,76,61,1.61,broken clouds
699,Puerto Maldonado,PE,-12.6,-69.1833,80.1,66,98,0.98,overcast clouds
700,Antsohihy,MG,-14.8796,47.9875,70.18,92,6,1.68,light rain
701,Vanderhoof,CA,54.0166,-124.0198,55.71,78,100,1.48,overcast clouds
702,Chernyshevsk,RU,52.5243,117.0174,50.63,81,100,7.0,overcast clouds
